PubNum,PubDate,PubMainClass,PubSubClass,PubNumClaims
US05586493,1996-12-24,100,34,14
US05584239,1996-12-17,100,35,23
US05582101,1996-12-10,100,35,4
US05582100,1996-12-10,100,107,14
US05582099,1996-12-10,100,35,25
US05582098,1996-12-10,100,34,8
US05582097,1996-12-10,100,2,2
US05579688,1996-12-03,100,210,17
US05579687,1996-12-03,100,311,16
US05579685,1996-12-03,100,344,9
US05579684,1996-12-03,100,48,14
US05579683,1996-12-03,100,37,9
US05577441,1996-11-26,100,168,8
US05577440,1996-11-26,100,34,7
US05575203,1996-11-19,100,311,15
US05575202,1996-11-19,100,45,4
US05575201,1996-11-19,100,39,39
US05575200,1996-11-19,100,37,14
US05575199,1996-11-19,100,34,22
US05572926,1996-11-12,100,35,9
US05570631,1996-11-05,100,211,2
US05570630,1996-11-05,100,3,1
US05568766,1996-10-29,100,35,19
US05566611,1996-10-22,100,127,44
US05566610,1996-10-22,100,98R,22
US05564333,1996-10-15,100,282,21
US05562029,1996-10-08,100,95,18
US05562028,1996-10-08,100,311,14
US05562027,1996-10-08,100,35,27
US05562026,1996-10-08,100,35,12
US05560290,1996-10-01,100,352,8
US05560289,1996-10-01,100,34,13
US05558018,1996-09-24,100,170,8
US05558017,1996-09-24,100,304,10
US05558016,1996-09-24,100,310,3
US05558015,1996-09-24,100,50,10
US05558014,1996-09-24,100,35,23
US05558013,1996-09-24,100,35,9
US05558012,1996-09-24,100,26,8
US05555799,1996-09-17,100,313,1
US05555798,1996-09-17,100,318,4
US05553535,1996-09-10,100,157,13
US05553534,1996-09-10,100,145,19
US05551336,1996-09-03,100,353,19
US05546857,1996-08-20,100,311,6
US05546856,1996-08-20,100,38,14
US05546855,1996-08-20,100,11,20
US05544578,1996-08-13,100,100,8
US05544577,1996-08-13,100,35,22
US05544576,1996-08-13,100,35,16
US05542349,1996-08-06,100,161,14
US05542348,1996-08-06,100,37,4
US05540144,1996-07-30,100,188R,18
US05540143,1996-07-30,100,39,6
US05540142,1996-07-30,100,4,13
US05537919,1996-07-23,100,48,19
US05535670,1996-07-16,100,153,29
US05535669,1996-07-16,100,145,11
US05533457,1996-07-09,100,150,19
US05533443,1996-07-09,100,38,21
US05531160,1996-07-02,100,258R,6
US05526740,1996-06-18,100,112,3
US05526739,1996-06-18,100,48,43
US05526738,1996-06-18,100,35,11
US05524534,1996-06-11,100,209,7
US05524533,1996-06-11,100,45,16
US05524532,1996-06-11,100,38,29
US05524531,1996-06-11,100,35,6
US05522312,1996-06-04,100,74,7
US05522311,1996-06-04,100,50,13
US05520105,1996-05-28,100,98R,12
US05517909,1996-05-21,100,231,8
US05517908,1996-05-21,100,90,6
US05517907,1996-05-21,100,349,22
US05515776,1996-05-14,100,112,16
US05513562,1996-05-07,100,112,14
US05513561,1996-05-07,100,342,19
US05513560,1996-05-07,100,35,6
US05511471,1996-04-30,100,161,4
US05509351,1996-04-23,100,282,4
US05507223,1996-04-16,100,153,14
US05507222,1996-04-16,100,35,18
US05503066,1996-04-02,100,144,5
US05501145,1996-03-26,100,158R,10
US05501144,1996-03-26,100,116,14
US05495798,1996-03-05,100,162B,20
US05493964,1996-02-27,100,231,4
US05493963,1996-02-27,100,215,33
US05493961,1996-02-27,100,50,10
US05493960,1996-02-27,100,49,5
US05493959,1996-02-27,100,43,5
US05492056,1996-02-20,100,65,8
US05490455,1996-02-13,100,50,11
US05488900,1996-02-06,100,121,5
US05488899,1996-02-06,100,49,21
US05487332,1996-01-30,100,321,11
US05483876,1996-01-16,100,207,26
US05483874,1996-01-16,100,50,2
US05483873,1996-01-16,100,38,16
US05701814,1997-12-30,100,269.15,9
US05701812,1997-12-30,100,91,16
US05701811,1997-12-30,100,50,9
US05699730,1997-12-23,100,233,15
US05699729,1997-12-23,100,99,15
US05699728,1997-12-23,100,98R,2
US05699727,1997-12-23,100,3,1
US05697294,1997-12-16,100,100,7
US05697293,1997-12-16,100,50,13
US05694837,1997-12-09,100,327,25
US05692437,1997-12-02,100,231,6
US05692436,1997-12-02,100,137,9
US05692435,1997-12-02,100,126,9
US05690026,1997-11-25,100,207,3
US05690025,1997-11-25,100,35,14
US05690024,1997-11-25,100,34,22
US05690023,1997-11-25,100,29,8
US05687645,1997-11-18,100,282,8
US05687644,1997-11-18,100,90,20
US05687643,1997-11-18,100,3,23
US05685219,1997-11-11,100,345,2
US05685218,1997-11-11,100,37,9
US05682814,1997-11-04,100,315,3
US05682813,1997-11-04,100,257,6
US05680813,1997-10-28,100,26,11
US05678478,1997-10-21,100,52,27
US05673618,1997-10-07,100,145,11
US05673617,1997-10-07,100,47,11
US05673616,1997-10-07,100,47,13
US05673615,1997-10-07,100,35,2
US05673614,1997-10-07,100,8,14
US05671666,1997-09-30,100,91,11
US05671665,1997-09-30,100,38,12
US05669297,1997-09-23,100,257,16
US05669296,1997-09-23,100,99,29
US05669295,1997-09-23,100,331,15
US05669294,1997-09-23,100,35,20
US05666878,1997-09-16,100,73,25
US05664494,1997-09-09,100,214,19
US05664493,1997-09-09,100,92,5
US05664492,1997-09-09,100,45,20
US05664491,1997-09-09,100,41,5
US05662037,1997-09-02,100,331,11
US05662036,1997-09-02,100,209,3
US05662035,1997-09-02,100,112,7
US05657688,1997-08-19,100,152,2
US05655444,1997-08-12,100,334,14
US05655443,1997-08-12,100,100,36
US05655442,1997-08-12,100,331,20
US05651307,1997-07-29,100,116,12
US05651306,1997-07-29,100,26,5
US05649478,1997-07-22,100,74,6
US05644979,1997-07-08,100,35,16
US05644978,1997-07-08,100,8,18
US05642662,1997-07-01,100,245,7
US05642661,1997-07-01,100,91,9
US05640901,1997-06-24,100,169,5
US05640900,1997-06-24,100,35,21
US05640899,1997-06-24,100,2,18
US05638749,1997-06-17,100,87,16
US05638748,1997-06-17,100,346,20
US05638747,1997-06-17,100,45,6
US05634398,1997-06-03,100,43,20
US05632199,1997-05-27,100,100,4
US05630362,1997-05-20,100,52,9
US05628248,1997-05-13,100,282,21
US05623870,1997-04-29,100,102,11
US05622105,1997-04-22,100,245,16
US05622104,1997-04-22,100,88,22
US05622103,1997-04-22,100,70R,17
US05619915,1997-04-15,100,98R,22
US05619914,1997-04-15,100,49,20
US05619913,1997-04-15,100,35,22
US05617784,1997-04-08,100,3,28
US05613435,1997-03-25,100,196,40
US05613434,1997-03-25,100,37,8
US05613433,1997-03-25,100,35,18
US05613432,1997-03-25,100,26,6
US05611271,1997-03-18,100,199,9
US05611270,1997-03-18,100,102,4
US05611269,1997-03-18,100,311,17
US05611268,1997-03-18,100,50,19
US05611267,1997-03-18,100,38,21
US05609099,1997-03-11,100,257,23
US05609098,1997-03-11,100,331,4
US05606910,1997-03-04,100,208,15
US05606909,1997-03-04,100,8,10
US05605096,1997-02-25,100,292,6
US05605095,1997-02-25,100,99,10
US05605094,1997-02-25,100,70R,14
US05601017,1997-02-11,100,258R,10
US05601015,1997-02-11,100,312,16
US05598775,1997-02-04,100,233,26
US05598774,1997-02-04,100,170,9
US05596924,1997-01-28,100,311,7
US05596923,1997-01-28,100,347,1
US05595111,1997-01-21,100,207,1
US05592876,1997-01-14,100,272,23
US05592875,1997-01-14,100,99,4
US05592874,1997-01-14,100,311,5
US05590594,1997-01-07,100,218,11
US05590593,1997-01-07,100,331,17
US05590592,1997-01-07,100,1,12
US05852970,1998-12-29,100,346,13
US05852969,1998-12-29,100,34,13
US05850786,1998-12-22,100,343,9
US05850785,1998-12-22,100,35,20
US05848569,1998-12-15,100,258A,5
US05848568,1998-12-15,100,257,15
US05845568,1998-12-08,100,190,4
US05845567,1998-12-08,100,226,4
US05845566,1998-12-08,100,73,1
US05839362,1998-11-24,100,88,22
US05836242,1998-11-17,100,327,18
US05836241,1998-11-17,100,311,3
US05832818,1998-11-10,100,92,5
US05832817,1998-11-10,100,51,3
US05832816,1998-11-10,100,48,6
US05832815,1998-11-10,100,42,15
US05829349,1998-11-03,100,102,8
US05829348,1998-11-03,100,48,18
US05829347,1998-11-03,100,43,3
US05829346,1998-11-03,100,19R,9
US05826503,1998-10-27,100,320,9
US05826502,1998-10-27,100,234,4
US05826501,1998-10-27,100,196,9
US05826500,1998-10-27,100,73,12
US05826499,1998-10-27,100,3,14
US05823105,1998-10-20,100,215,10
US05823104,1998-10-20,100,48,28
US05823103,1998-10-20,100,4,3
US05819646,1998-10-13,100,176,6
US05819645,1998-10-13,100,343,4
US05819644,1998-10-13,100,49,14
US05819643,1998-10-13,100,43,14
US05819642,1998-10-13,100,8,11
US05816146,1998-10-06,100,327,20
US05816145,1998-10-06,100,208,20
US05816144,1998-10-06,100,47,9
US05816143,1998-10-06,100,38,24
US05816142,1998-10-06,100,35,2
US05816141,1998-10-06,100,25,3
US05816140,1998-10-06,100,3,10
US05813324,1998-09-29,100,91,2
US05813323,1998-09-29,100,52,5
US05813322,1998-09-29,100,43,6
US05809875,1998-09-22,100,100,14
US05809873,1998-09-22,100,4,19
US05806416,1998-09-15,100,90,5
US05806415,1998-09-15,100,35,20
US05802968,1998-09-08,100,233,22
US05802967,1998-09-08,100,207,6
US05802966,1998-09-08,100,35,17
US05799573,1998-09-01,100,271,9
US05799572,1998-09-01,100,38,22
US05799571,1998-09-01,100,86,4
US05797314,1998-08-25,100,265,5
US05794527,1998-08-18,100,151,19
US05794526,1998-08-18,100,39,10
US05791242,1998-08-11,100,331,14
US05791241,1998-08-11,100,271,10
US05791240,1998-08-11,100,257,2
US05791239,1998-08-11,100,48,10
US05791238,1998-08-11,100,32,7
US05784955,1998-07-28,100,329,12
US05782185,1998-07-21,100,25,7
US05782177,1998-07-21,100,334,18
US05782176,1998-07-21,100,100,20
US05782175,1998-07-21,100,4,9
US05778773,1998-07-14,100,218,4
US05778772,1998-07-14,100,26,19
US05775214,1998-07-07,100,306,15
US05775213,1998-07-07,100,215,9
US05775212,1998-07-07,100,214,1
US05775211,1998-07-07,100,35,15
US05771794,1998-06-30,100,80,27
US05771793,1998-06-30,100,47,23
US05768988,1998-06-23,100,229A,4
US05768987,1998-06-23,100,157,10
US05768986,1998-06-23,100,88,26
US05768985,1998-06-23,100,38,19
US05765473,1998-06-16,100,266,3
US05761994,1998-06-09,100,209,3
US05758573,1998-06-02,100,49,18
US05755156,1998-05-26,100,331,13
US05752439,1998-05-19,100,229A,14
US05752438,1998-05-19,100,107,20
US05752437,1998-05-19,100,89,7
US05749290,1998-05-12,100,207,10
US05749289,1998-05-12,100,88,8
US05746126,1998-05-05,100,125,6
US05746124,1998-05-05,100,331,23
US05746123,1998-05-05,100,208,14
US05746122,1998-05-05,100,43,11
US05746121,1998-05-05,100,35,3
US05746120,1998-05-05,100,4,17
US05743179,1998-04-28,100,325,20
US05743178,1998-04-28,100,127,4
US05743177,1998-04-28,100,47,11
US05740726,1998-04-21,100,220,6
US05740725,1998-04-21,100,92,22
US05738007,1998-04-14,100,327,22
US05738006,1998-04-14,100,233,20
US05738005,1998-04-14,100,35,4
US05735201,1998-04-07,100,269.01,19
US05735200,1998-04-07,100,215,7
US05735199,1998-04-07,100,191,6
US05735198,1998-04-07,100,170,22
US05735197,1998-04-07,100,127,30
US05735196,1998-04-07,100,90,12
US05735195,1998-04-07,100,65,25
US05732622,1998-03-31,100,306,18
US05732621,1998-03-31,100,107,13
US05732620,1998-03-31,100,80,5
US05732619,1998-03-31,100,341,14
US05732618,1998-03-31,100,45,10
US05732617,1998-03-31,100,7,4
US05730047,1998-03-24,100,90,5
US05727457,1998-03-17,100,232,7
US05727456,1998-03-17,100,219,5
US05727455,1998-03-17,100,38,11
US05727454,1998-03-17,100,4,2
US05718168,1998-02-17,100,226,18
US05718167,1998-02-17,100,29,6
US05718166,1998-02-17,100,3,5
US05715747,1998-02-10,100,90,8
US05713272,1998-02-03,100,215,16
US05713271,1998-02-03,100,310,14
US05713270,1998-02-03,100,49,16
US05713269,1998-02-03,100,45,21
US05713268,1998-02-03,100,45,24
US05711215,1998-01-27,100,211,4
US05711214,1998-01-27,100,48,20
US05709144,1998-01-20,100,218,3
US05709143,1998-01-20,100,5,36
US05704285,1998-01-06,100,331,8
US05704284,1998-01-06,100,170,10
US05704283,1998-01-06,100,3,38
US06006660,1999-12-28,100,282,16
US06003441,1999-12-21,100,35,28
US06003440,1999-12-21,100,35,19
US06003439,1999-12-21,100,70R,13
US06003438,1999-12-21,100,4,19
US06000328,1999-12-14,100,329,5
US06000327,1999-12-14,100,207,9
US06000326,1999-12-14,100,193,3
US06000325,1999-12-14,100,345,11
US06000324,1999-12-14,100,35,9
US06000323,1999-12-14,100,35,23
US06000322,1999-12-14,100,35,12
US05996485,1999-12-07,100,37,49
US05996484,1999-12-07,100,37,7
US05992311,1999-11-30,100,37,61
US05988055,1999-11-23,100,163R,24
US05988054,1999-11-23,100,102,9
US05988053,1999-11-23,100,3,25
US05983788,1999-11-16,100,125,3
US05983787,1999-11-16,100,38,22
US05979307,1999-11-09,100,308,13
US05979306,1999-11-09,100,90,17
US05979305,1999-11-09,100,38,34
US05979304,1999-11-09,100,37,20
US05974960,1999-11-02,100,289,9
US05974959,1999-11-02,100,37,6
US05970862,1999-10-26,100,99,9
US05970861,1999-10-26,100,37,63
US05967030,1999-10-19,100,211,54
US05967029,1999-10-19,100,99,7
US05967028,1999-10-19,100,35,22
US05960711,1999-10-05,100,127,19
US05960710,1999-10-05,100,343,8
US05957046,1999-09-28,100,231,6
US05950532,1999-09-14,100,311,16
US05950531,1999-09-14,100,353,13
US05950530,1999-09-14,100,2,8
US05947019,1999-09-07,100,320,16
US05947018,1999-09-07,100,283,21
US05947017,1999-09-07,100,163A,21
US05943951,1999-08-31,100,37,21
US05941170,1999-08-24,100,328,10
US05941169,1999-08-24,100,188BT,5
US05941168,1999-08-24,100,87,26
US05941167,1999-08-24,100,45,16
US05941166,1999-08-24,100,5,6
US05937747,1999-08-17,100,35,6
US05937746,1999-08-17,100,4,10
US05937745,1999-08-17,100,2,12
US05934188,1999-08-10,100,345,27
US05931089,1999-08-03,100,88,24
US05927188,1999-07-27,100,45,11
US05927187,1999-07-27,100,37,30
US05921174,1999-07-13,100,3,21
US05915297,1999-06-29,100,336,18
US05915296,1999-06-29,100,209,8
US05915295,1999-06-29,100,38,29
US05915294,1999-06-29,100,38,25
US05915293,1999-06-29,100,35,30
US05911174,1999-06-15,100,331,22
US05909705,1999-06-08,100,214,6
US05907995,1999-06-01,100,38,19
US05906155,1999-05-25,100,231,12
US05901643,1999-05-11,100,282,27
US05899141,1999-05-04,100,37,3
US05899140,1999-05-04,100,35,9
US05899139,1999-05-04,100,24,18
US05899138,1999-05-04,100,7,21
US05896813,1999-04-27,100,335,6
US05894791,1999-04-20,100,121,21
US05894790,1999-04-20,100,5,10
US05894789,1999-04-20,100,4,13
US05890426,1999-04-06,100,45,16
US05890425,1999-04-06,100,39,11
US05890424,1999-04-06,100,37,19
US05890423,1999-04-06,100,26,3
US05887517,1999-03-30,100,327,5
US05887516,1999-03-30,100,127,21
US05887515,1999-03-30,100,39,19
US05887514,1999-03-30,100,37,3
US05884556,1999-03-23,100,349,14
US05875710,1999-03-02,100,196,10
US05875709,1999-03-02,100,89,13
US05875708,1999-03-02,100,38,3
US05875707,1999-03-02,100,37,21
US05873931,1999-02-23,100,13,85
US05873304,1999-02-23,100,97,28
US05873303,1999-02-23,100,2,18
US05870951,1999-02-16,100,245,17
US05870950,1999-02-16,100,33R,2
US05868068,1999-02-09,100,139,1
US05868067,1999-02-09,100,50,13
US05868066,1999-02-09,100,34,15
US05865113,1999-02-02,100,43,10
US05865112,1999-02-02,100,168,26
US05862748,1999-01-26,100,265,21
US05862747,1999-01-26,100,194,15
US05862746,1999-01-26,100,73,14
US05857408,1999-01-12,100,265,12
US05857407,1999-01-12,100,125,26
US05857406,1999-01-12,100,112,13
US05857405,1999-01-12,100,37,18
US05855168,1999-01-05,100,121,8
US05855167,1999-01-05,100,5,15
US05855166,1999-01-05,100,3,17
US06164198,2000-12-26,100,327,10
US06164197,2000-12-26,100,20,6
US06161475,2000-12-19,100,213,6
US06158336,2000-12-12,100,345,17
US06158335,2000-12-12,100,47,18
US06158334,2000-12-12,100,38,4
US06158333,2000-12-12,100,38,18
US06155164,2000-12-05,100,125,24
US06152028,2000-11-28,100,214,6
US06152027,2000-11-28,100,97,6
US06152026,2000-11-28,100,70R,36
US06148720,2000-11-21,100,257,8
US06145127,2000-11-14,100,35,18
US06142068,2000-11-07,100,154,7
US06138559,2000-10-31,100,160,20
US06138558,2000-10-31,100,102,20
US06138557,2000-10-31,100,41,30
US06131509,2000-10-17,100,39,22
US06129011,2000-10-10,100,331,4
US06123019,2000-09-26,100,282,22
US06123018,2000-09-26,100,37,25
US06123017,2000-09-26,100,35,38
US06119590,2000-09-19,100,320,16
US06116156,2000-09-12,100,118,24
US06112650,2000-09-05,100,110,4
US06109171,2000-08-29,100,35,16
US06105491,2000-08-22,100,99,15
US06101933,2000-08-15,100,89,7
US06101932,2000-08-15,100,41,10
US06098532,2000-08-08,100,41,20
US06098531,2000-08-08,100,39,12
US06095039,2000-08-01,100,47,15
US06089148,2000-07-18,100,341,6
US06089147,2000-07-18,100,37,17
US06085647,2000-07-11,100,295,3
US06085646,2000-07-11,100,163R,27
US06082255,2000-07-04,100,35,16
US06082254,2000-07-04,100,2,15
US06079325,2000-06-27,100,210,35
US06079324,2000-06-27,100,40,22
US06076457,2000-06-20,100,290,11
US06076456,2000-06-20,100,282,11
US06076455,2000-06-20,100,258A,4
US06073551,2000-06-13,100,207,3
US06073550,2000-06-13,100,88,9
US06073549,2000-06-13,100,74,10
US06073548,2000-06-13,100,35,27
US06070523,2000-06-06,100,282,10
US06070522,2000-06-06,100,74,15
US06070521,2000-06-06,100,48,10
US06067900,2000-05-30,100,111,18
US06065396,2000-05-23,100,153,36
US06062133,2000-05-16,100,211,54
US06058834,2000-05-09,100,99,9
US06055904,2000-05-02,100,257,5
US06055903,2000-05-02,100,257,20
US06055902,2000-05-02,100,52,18
US06053099,2000-04-25,100,35,38
US06050181,2000-04-18,100,215,11
US06047634,2000-04-11,100,43,28
US06044758,2000-04-04,100,43,8
US06041700,2000-03-28,100,152,10
US06041699,2000-03-28,100,48,17
US06041698,2000-03-28,100,26,1
US06038967,2000-03-21,100,2,30
US06035776,2000-03-14,100,97,18
US06035775,2000-03-14,100,43,41
US06035774,2000-03-14,100,32,13
US06035773,2000-03-14,100,2,8
US06032575,2000-03-07,100,11,20
US06029570,2000-02-29,100,121,32
US06026742,2000-02-22,100,318,5
US06026741,2000-02-22,100,41,6
US06021712,2000-02-08,100,43,16
US06021711,2000-02-08,100,11,8
US06014927,2000-01-18,100,212,20
US06012386,2000-01-11,100,47,22
US06009803,2000-01-04,100,308,12
US06009802,2000-01-04,100,39,13
US06009801,2000-01-04,100,35,4
US06009800,2000-01-04,100,35,11
US06330856,2001-12-18,100,52,16
US06324970,2001-12-04,100,232,13
US06321646,2001-11-27,100,282,16
US06321645,2001-11-27,100,251,20
US06321644,2001-11-27,100,125,8
US06321643,2001-11-27,100,2,5
US06318252,2001-11-20,100,125,6
US06318251,2001-11-20,100,48,20
US06318250,2001-11-20,100,4,25
US06314874,2001-11-13,100,226,16
US06314873,2001-11-13,100,35,4
US06311612,2001-11-06,100,257,10
US06308618,2001-10-30,100,37,2
US06305280,2001-10-23,100,331,29
US06305279,2001-10-23,100,193,16
US06305278,2001-10-23,100,100,3
US06305277,2001-10-23,100,2,20
US06302015,2001-10-16,100,4,11
US06295922,2001-10-02,100,7,62
US06289800,2001-09-18,100,118,23
US06289799,2001-09-18,100,49,5
US06289798,2001-09-18,100,42,40
US06289797,2001-09-18,100,38,17
US06286420,2001-09-11,100,346,7
US06286419,2001-09-11,100,86,22
US06283017,2001-09-04,100,31,6
US06279471,2001-08-28,100,37,3
US06272981,2001-08-14,100,50,20
US06269741,2001-08-07,100,113,3
US06267050,2001-07-31,100,257,49
US06260481,2001-07-17,100,74,15
US06257134,2001-07-10,100,342,21
US06257133,2001-07-10,100,162B,6
US06257132,2001-07-10,100,161,32
US06257131,2001-07-10,100,43,2
US06253672,2001-07-03,100,269.06,4
US06253671,2001-07-03,100,35,31
US06250217,2001-06-26,100,326,15
US06250216,2001-06-26,100,35,30
US06247399,2001-06-19,100,257,13
US06247398,2001-06-19,100,76,26
US06247397,2001-06-19,100,71,13
US06244171,2001-06-12,100,35,30
US06237483,2001-05-29,100,211,54
US06237482,2001-05-29,100,193,6
US06237481,2001-05-29,100,170,14
US06237480,2001-05-29,100,45,2
US06237479,2001-05-29,100,43,5
US06237478,2001-05-29,100,5,11
US06234075,2001-05-22,100,163A,22
US06234074,2001-05-22,100,110,5
US06230615,2001-05-15,100,38,26
US06227105,2001-05-08,100,161,11
US06227104,2001-05-08,100,110,14
US06213010,2001-04-10,100,312,8
US06213009,2001-04-10,100,38,5
US06209451,2001-04-03,100,327,26
US06209450,2001-04-03,100,4,13
US06209449,2001-04-03,100,2,4
US06205916,2001-03-27,100,35,5
US06202548,2001-03-20,100,39,11
US06199478,2001-03-13,100,282,5
US06199477,2001-03-13,100,162R,9
US06199476,2001-03-13,100,35,34
US06199475,2001-03-13,100,31,8
US06196125,2001-03-06,100,269.18,13
US06196124,2001-03-06,100,218,4
US06196123,2001-03-06,100,45,19
US06189445,2001-02-20,100,311,38
US06189444,2001-02-20,100,289,12
US06189443,2001-02-20,100,212,5
US06189442,2001-02-20,100,161,18
US06186061,2001-02-13,100,282,40
US06186060,2001-02-13,100,98R,19
US06186059,2001-02-13,100,35,12
US06182564,2001-02-06,100,38,32
US06182563,2001-02-06,100,7,68
US06178882,2001-01-30,100,98R,15
US06178881,2001-01-30,100,18,10
US06170392,2001-01-09,100,264,15
US06167803,2001-01-02,100,255,12
US06167802,2001-01-02,100,35,18
US06497177,2002-12-24,100,35,29
US06490967,2002-12-10,100,35,1
US06481346,2002-11-19,100,269.13,4
US06481345,2002-11-19,100,35,6
US06477945,2002-11-12,100,264,9
US06474228,2002-11-05,100,45,2
US06474227,2002-11-05,100,35,33
US06474226,2002-11-05,100,3,37
US06470796,2002-10-29,100,43,3
US06463850,2002-10-15,100,38,16
US06463849,2002-10-15,100,35,18
US06463848,2002-10-15,100,32,11
US06463847,2002-10-15,100,29,21
US06457406,2002-10-01,100,346,11
US06457405,2002-10-01,100,99,7
US06453806,2002-09-24,100,282,14
US06453805,2002-09-24,100,31,8
US06450088,2002-09-17,100,320,15
US06446548,2002-09-10,100,4,9
US06443057,2002-09-03,100,225,31
US06439114,2002-08-27,100,214,13
US06439113,2002-08-27,100,38,6
US06435083,2002-08-20,100,257,14
US06435082,2002-08-20,100,208,10
US06431062,2002-08-13,100,188R,8
US06427585,2002-08-06,100,41,16
US06425323,2002-07-30,100,90,34
US06425322,2002-07-30,100,5,5
US06422138,2002-07-23,100,110,1
US06418842,2002-07-16,100,232,5
US06418841,2002-07-16,100,43,37
US06418840,2002-07-16,100,38,23
US06418839,2002-07-16,100,35,17
US06418838,2002-07-16,100,26,4
US06415713,2002-07-09,100,246,19
US06415712,2002-07-09,100,26,13
US06412406,2002-07-02,100,229A,4
US06397739,2002-06-04,100,38,22
US06397738,2002-06-04,100,3,13
US06374728,2002-04-23,100,34,14
US06367377,2002-04-09,100,49,8
US06367376,2002-04-09,100,8,7
US06363845,2002-04-02,100,38,8
US06363844,2002-04-02,100,7,8
US06363843,2002-04-02,100,3,12
US06360655,2002-03-26,100,37,7
US06354197,2002-03-12,100,7,6
US06352023,2002-03-05,100,35,9
US06352022,2002-03-05,100,35,17
US06349638,2002-02-26,100,218,8
US06349637,2002-02-26,100,168,7
US06349636,2002-02-26,100,2,4
US06339987,2002-01-22,100,35,3
US06339986,2002-01-22,100,6,11
US06336399,2002-01-08,100,266,20
US06336398,2002-01-08,100,164,4
US06668714,2003-12-30,100,324,7
US06668713,2003-12-30,100,195,24
US06668712,2003-12-30,100,100,4
US06668711,2003-12-30,100,41,38
US06666135,2003-12-23,100,47,7
US06666134,2003-12-23,100,38,31
US06666133,2003-12-23,100,13,23
US06662715,2003-12-16,100,282,10
US06662714,2003-12-16,100,116,6
US06662713,2003-12-16,100,4,17
US06658999,2003-12-09,100,214,27
US06658998,2003-12-09,100,161,7
US06658997,2003-12-09,100,45,7
US06655268,2003-12-02,100,319,14
US06655267,2003-12-02,100,258R,6
US06655266,2003-12-02,100,18,13
US06651550,2003-11-25,100,8,6
US06647870,2003-11-18,100,269.14,47
US06647869,2003-11-18,100,257,12
US06647868,2003-11-18,100,99,4
US06644181,2003-11-11,100,4,13
US06640701,2003-11-04,100,110,15
US06640700,2003-11-04,100,26,16
US06640699,2003-11-04,100,7,9
US06637324,2003-10-28,100,26,9
US06634285,2003-10-21,100,214,23
US06634284,2003-10-21,100,2,27
US06631672,2003-10-14,100,3,2
US06629494,2003-10-07,100,286,16
US06626095,2003-09-30,100,245,11
US06626094,2003-09-30,100,200,15
US06626093,2003-09-30,100,100,17
US06622620,2003-09-23,100,13,15
US06622619,2003-09-23,100,4,4
US06619195,2003-09-16,100,291,31
US06615712,2003-09-09,100,269.2,6
US06615711,2003-09-09,100,218,4
US06615710,2003-09-09,100,111,23
US06615709,2003-09-09,100,41,11
US06612230,2003-09-02,100,210,62
US06612229,2003-09-02,100,207,15
US06612228,2003-09-02,100,168,10
US06609456,2003-08-26,100,265,9
US06606941,2003-08-19,100,35,6
US06606940,2003-08-19,100,35,26
US06601500,2003-08-05,100,326,18
US06601499,2003-08-05,100,73,11
US06598522,2003-07-29,100,42,4
US06598521,2003-07-29,100,327,8
US06598520,2003-07-29,100,325,4
US06595125,2003-07-22,100,282,2
US06595124,2003-07-22,100,225,5
US06595123,2003-07-22,100,97,5
US06595122,2003-07-22,100,46,7
US06591744,2003-07-15,100,171,13
US06591743,2003-07-15,100,8,27
US06588332,2003-07-08,100,163R,35
US06588331,2003-07-08,100,112,18
US06588330,2003-07-08,100,98R,11
US06588329,2003-07-08,100,3,12
US06584892,2003-07-01,100,26,40
US06584891,2003-07-01,100,26,16
US06578473,2003-06-17,100,163R,28
US06575088,2003-06-10,100,342,15
US06575087,2003-06-10,100,257,13
US06575086,2003-06-10,100,26,17
US06571696,2003-06-03,100,214,14
US06571695,2003-06-03,100,155R,8
US06571694,2003-06-03,100,151,21
US06571693,2003-06-03,100,95,7
US06571692,2003-06-03,100,38,3
US06571691,2003-06-03,100,26,20
US06568319,2003-05-27,100,108,26
US06568318,2003-05-27,100,35,42
US06568317,2003-05-27,100,32,15
US06564705,2003-05-20,100,288,24
US06564704,2003-05-20,100,270,4
US06564703,2003-05-20,100,234,18
US06564702,2003-05-20,100,99,27
US06564701,2003-05-20,100,29,7
US06561086,2003-05-13,100,258R,10
US06561085,2003-05-13,100,50,14
US06557463,2003-05-06,100,35,11
US06553903,2003-04-29,100,269.17,12
US06553902,2003-04-29,100,45,1
US06553901,2003-04-29,100,45,13
US06553900,2003-04-29,100,26,18
US06550378,2003-04-22,100,229A,20
US06550377,2003-04-22,100,194,4
US06550376,2003-04-22,100,146,1
US06550375,2003-04-22,100,29,12
US06546856,2003-04-15,100,341,5
US06546855,2003-04-15,100,39,25
US06546854,2003-04-15,100,35,10
US06546853,2003-04-15,100,29,12
US06546852,2003-04-15,100,2,13
US06543345,2003-04-08,100,341,1
US06543344,2003-04-08,100,243,7
US06543343,2003-04-08,100,100,20
US06543342,2003-04-08,100,45,3
US06543341,2003-04-08,100,4,14
US06539853,2003-04-01,100,270,4
US06539852,2003-04-01,100,211,14
US06539851,2003-04-01,100,88,4
US06539850,2003-04-01,100,3,20
US06536337,2003-03-25,100,76,9
US06536336,2003-03-25,100,3,23
US06530316,2003-03-11,100,306,20
US06530315,2003-03-11,100,211,8
US06530314,2003-03-11,100,90,3
US06530313,2003-03-11,100,349,11
US06530312,2003-03-11,100,49,16
